agreement,origin_group,source_file,vn_code,hs6_code,national_tariff_code,description_vi,rates_extracted,rate_2026_percent,rate_selection_basis,country_markers,notes,rate_column_count,extraction_status
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,8708.70.29,870870,87087029,- - - Loại khác,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,- - Bánh xe chưa được lắp lốp:,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,8708.70.31,870870,87087031,- - - Dùng cho xe thuộc nhóm 87.01,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,8708.70.32,870870,87087032,- - - Dùng cho xe thuộc nhóm 87.03,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,8708.70.33,870870,87087033,- - - Dùng cho xe tự đổ được thiết kế để sử dụng trên các loại đường không phải đường quốc lộ có khối lượng toàn bộ theo thiết kế trên 45 tấn,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,8708.70.34,870870,87087034,- - - Dùng cho xe thuộc nhóm 87.02 hoặc xe khác thuộc nhóm 87.04,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,8708.70.39,870870,87087039,- - - Loại khác,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,- - Loại khác:,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,8708.70.95,870870,87087095,- - - Dùng cho xe thuộc nhóm 87.01,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,8708.70.96,870870,87087096,- - - Dùng cho thuộc nhóm 87.02 hoặc 87.04,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,8708.70.97,870870,87087097,- - - Dùng cho xe thuộc nhóm 87.03,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,8708.70.99,870870,87087099,- - - Loại khác,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,8708.80,870880,870880,- Hệ thống giảm chấn và bộ phận của nó (kể cả giảm sóc):,,,NO_RATE_COLUMN,,- - Hệ thống giảm chấn:,0,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,8708.80.15,870880,87088015,- - - Dùng cho xe thuộc nhóm 87.01,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,8708.80.16,870880,87088016,- - - Dùng cho xe thuộc nhóm 87.03,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,8708.80.17,870880,87088017,- - - Dùng cho xe thuộc phân nhóm 8704.10 hoặc nhóm 87.05,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,8708.80.19,870880,87088019,- - - Loại khác,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,- - Bộ phận:,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,8708.80.91,870880,87088091,- - - Dùng cho xe thuộc nhóm 87.01,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,8708.80.92,870880,87088092,- - - Dùng cho xe thuộc nhóm 87.03,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,8708.80.99,870880,87088099,- - - Loại khác,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,- Các bộ phận và phụ kiện khác:,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,8708.92,870892,870892,- - Ống xả và bộ giảm thanh; bộ phận của chúng:,,,NO_RATE_COLUMN,,,0,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,8708.92.10,870892,87089210,- - - Dùng cho xe thuộc nhóm 87.01,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,8708.92.20,870892,87089220,- - - Dùng cho xe thuộc nhóm 87.03,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,- - - Dùng cho xe thuộc phân nhóm 8704.10:,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,8708.92.51,870892,87089251,- - - - Ống xả và bộ giảm thanh,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,8708.92.52,870892,87089252,- - - - Bộ phận,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,- - - Dùng cho xe thuộc nhóm 87.02 hoặc xe khác thuộc nhóm 87.04:,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,8708.92.61,870892,87089261,- - - - Ống xả và bộ giảm thanh,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,8708.92.62,870892,87089262,- - - - Bộ phận,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,8708.92.90,870892,87089290,- - - Loại khác,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,8708.93,870893,870893,- - Bộ ly hợp và các bộ phận của nó:,,,NO_RATE_COLUMN,,,0,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,8708.93.50,870893,87089350,- - - Dùng cho xe thuộc nhóm 87.01,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,8708.93.60,870893,87089360,- - - Dùng cho xe thuộc nhóm 87.03,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,8708.93.70,870893,87089370,- - - Dùng cho xe thuộc nhóm 87.04 hoặc 87.05,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,8708.93.90,870893,87089390,- - - Loại khác,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,8708.94,870894,870894,"- - Vô lăng, trụ lái và cơ cấu lái; bộ phận của chúng:",,,NO_RATE_COLUMN,,- - - Vô lăng lắp với túi khí hoàn chỉnh:,0,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,8708.94.11,870894,87089411,- - - - Dùng cho xe thuộc nhóm 87.01,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,8708.94.19,870894,87089419,- - - - Loại khác,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,- - - Loại khác:,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,8708.94.94,870894,87089494,- - - - Dùng cho xe thuộc nhóm 87.01,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,8708.94.95,870894,87089495,- - - - Dùng cho xe thuộc nhóm 87.03,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,8708.94.99,870894,87089499,- - - - Loại khác,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,8708.95,870895,870895,- - Túi khí an toàn lắp với hệ thống bơm phồng; bộ phận của nó:,,,NO_RATE_COLUMN,,,0,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,8708.95.10,870895,87089510,- - - Túi khí an toàn lắp với hệ thống bơm phồng,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,8708.95.90,870895,87089590,- - - Bộ phận,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,8708.99,870899,870899,- - Loại khác:,,,NO_RATE_COLUMN,,- - - Dùng cho xe thuộc nhóm 87.01:,0,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,8708.99.11,870899,87089911,- - - - Thùng nhiên liệu chưa lắp ráp; khung giá đỡ động cơ,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,8708.99.19,870899,87089919,- - - - Loại khác,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,"- - - Dùng cho xe thuộc nhóm 87.02, 87.03 hoặc 87.04:|- - - - Thùng nhiên liệu và bộ phận của chúng:",6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,8708.99.21,870899,87089921,- - - - - Thùng nhiên liệu,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,8708.99.24,870899,87089924,- - - - - Nửa dưới của thùng nhiên liệu; nắp đậy thùng nhiên liệu; ống dẫn của thùng nhiên liệu (filler pipes); ống dẫn hướng có đầu nối với bình nhiên liệu (filler hose); đai giữ bình nhiên liệu,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,8708.99.25,870899,87089925,- - - - - Các bộ phận khác,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,8708.99.30,870899,87089930,"- - - - Chân ga (bàn đạp ga), chân phanh (bàn đạp phanh) hoặc chân côn (bàn đạp côn)",0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,8708.99.40,870899,87089940,- - - - Giá đỡ hoặc khay đỡ bình ắc quy và khung của nó,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,8708.99.50,870899,87089950,- - - - Tấm hướng luồng khí tản nhiệt,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,- - - - Khung xe hoặc các bộ phận của chúng:,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,8708.99.61,870899,87089961,- - - - - Dùng cho xe thuộc nhóm 87.02,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,8708.99.62,870899,87089962,- - - - - Dùng cho xe thuộc nhóm 87.03,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,8708.99.63,870899,87089963,- - - - - Dùng cho xe thuộc nhóm 87.04,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,8708.99.70,870899,87089970,- - - - Khung giá đỡ động cơ,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,8708.99.80,870899,87089980,- - - - Loại khác,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,- - - Loại khác:,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,8708.99.91,870899,87089991,- - - - Thùng nhiên liệu chưa lắp ráp; khung giá đỡ động cơ,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,8708.99.99,870899,87089999,- - - - Loại khác,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,"87.09|Xe vận chuyển, loại tự hành, không lắp kèm thiết bị nâng hạ hoặc cặp giữ, thuộc loại dùng trong nhà máy, kho hàng, bến cảng hoặc sân bay để vận chuyển hàng hóa trong phạm vi hẹp; xe kéo loại sử dụng trong sân ga, ke ga đường sắt; bộ phận của các loại xe kể trên|- Xe:",6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,9029.20,902920,902920,- Đồng hồ chỉ tốc độ và máy đo tốc độ góc; máy hoạt nghiệm:,,,NO_RATE_COLUMN,,,0,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,9029.20.10,902920,90292010,- - Đồng hồ tốc độ dùng cho xe có động cơ,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,9029.20.20,902920,90292020,- - Máy đo tốc độ góc cho xe có động cơ,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,9029.20.90,902920,90292090,- - Loại khác,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,9032.89,903289,903289,- - Loại khác:,,,NO_RATE_COLUMN,,,0,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,9032.89.10,903289,90328910,"- - - Dụng cụ và thiết bị đi kèm hoặc hoạt động cùng với máy xử lý dữ liệu tự động, để điều chỉnh hoặc điều khiển tự động hệ thống đẩy, giữ thăng bằng hoặc xếp hàng hóa của tàu thuyền",0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,9032.89.20,903289,90328920,- - - Dụng cụ và thiết bị tự động để điều chỉnh hoặc điều khiển dung dịch hóa chất hoặc điện hóa trong sản xuất tấm mạch in/tấm dây in hoặc mạch in đã lắp ráp,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,"- - - Loại khác, hoạt động bằng điện:",6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,9032.89.31,903289,90328931,- - - - Bộ điều chỉnh điện áp tự động (ổn áp),0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,9032.89.39,903289,90328939,- - - - Loại khác,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,9032.89.90,903289,90328990,- - - Loại khác,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,9401.20,940120,940120,- Ghế dùng cho xe có động cơ:,,,NO_RATE_COLUMN,,,0,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,9401.20.10,940120,94012010,"- - Của xe thuộc nhóm 87.02, 87.03 hoặc 87.04",0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,ASEAN,2023_477 + 478_126-2022-NĐ-CP.doc,9401.20.90,940120,94012090,- - Loại khác,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,- Ghế quay có điều chỉnh độ cao:,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,2023_129 + 130_129-2022-NĐ-CP.doc,8518.29,851829,851829,- - Loại khác:,,,NO_RATE_COLUMN,,,0,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,2023_129 + 130_129-2022-NĐ-CP.doc,8518.29.20,851829,85182920,"- - - Loa, không có vỏ, có dải tần số 300 Hz đến 3.400 Hz, với đường kính không quá 50 mm, dùng trong viễn thông",0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,2023_129 + 130_129-2022-NĐ-CP.doc,8518.29.90,851829,85182990,- - - Loại khác,14|13|12|11|10|9,10,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,2023_129 + 130_129-2022-NĐ-CP.doc,8527.21,852721,852721,- - Kết hợp với thiết bị ghi hoặc tái tạo âm thanh:,,,NO_RATE_COLUMN,,,0,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,2023_129 + 130_129-2022-NĐ-CP.doc,8527.21.10,852721,85272110,- - - Có khả năng nhận và giải mã tín hiệu hệ thống dữ liệu vô tuyến kỹ thuật số,20|15,15,LAST_AVAILABLE_COLUMN_FALLBACK,,"23,3|21,7|18,3|16,7",2,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,2023_129 + 130_129-2022-NĐ-CP.doc,8527.21.90,852721,85272190,- - - Loại khác,20|15,15,LAST_AVAILABLE_COLUMN_FALLBACK,,"23,3|21,7|18,3|16,7",2,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,2023_129 + 130_129-2022-NĐ-CP.doc,8531.20.00,853120,85312000,- Bảng chỉ báo có gắn màn hình tinh thể lỏng (LCD) hoặc đi-ốt phát quang (LED),0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,2023_129 + 130_129-2022-NĐ-CP.doc,8537.10,853710,853710,- Dùng cho điện áp không quá 1.000 V:,,,NO_RATE_COLUMN,,- - Bảng chuyển mạch và bảng điều khiển:,0,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,2023_129 + 130_129-2022-NĐ-CP.doc,8537.10.11,853710,85371011,- - - Bảng điều khiển của loại thích hợp sử dụng cho hệ thống điều khiển phân tán,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,2023_129 + 130_129-2022-NĐ-CP.doc,8537.10.12,853710,85371012,- - - Bảng điều khiển có trang bị bộ xử lý lập trình,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,2023_129 + 130_129-2022-NĐ-CP.doc,8537.10.13,853710,85371013,"- - - Bảng điều khiển khác của loại thích hợp dùng cho hàng hóa của nhóm 84.15, 84.18, 84.50, 85.08, 85.09 hoặc 85.16",0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,2023_129 + 130_129-2022-NĐ-CP.doc,8537.10.19,853710,85371019,- - - Loại khác,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,2023_129 + 130_129-2022-NĐ-CP.doc,8537.10.20,853710,85371020,"- - Bảng phân phối (gồm cả panel đỡ và tấm đỡ phẳng) chỉ dùng hoặc chủ yếu dùng với các hàng hóa thuộc nhóm 84.71, 85.17 hoặc 85.25",0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,2023_129 + 130_129-2022-NĐ-CP.doc,8537.10.30,853710,85371030,"- - Bộ điều khiển logic có khả năng lập trình cho máy tự động để dịch chuyển, xử lý và kẹp giữ khuôn cho thiết bị bán dẫn",0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,2023_129 + 130_129-2022-NĐ-CP.doc,8537.10.40,853710,85371040,- - Bộ điều khiển động cơ có điện áp đầu ra từ 24V đến 120VDC và có cường độ dòng điện từ 300A đến 500A,12|9|6,6,LAST_AVAILABLE_COLUMN_FALLBACK,,"13,5|10,5|7,5|- - Loại khác:",3,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,2023_129 + 130_129-2022-NĐ-CP.doc,8537.10.91,853710,85371091,- - - Loại sử dụng trong các thiết bị sóng vô tuyến hoặc quạt điện,12|9|6,6,LAST_AVAILABLE_COLUMN_FALLBACK,,"13,5|10,5|7,5",3,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,2023_129 + 130_129-2022-NĐ-CP.doc,8537.10.92,853710,85371092,- - - Loại phù hợp sử dụng cho hệ thống điều khiển phân tán,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,2023_129 + 130_129-2022-NĐ-CP.doc,8537.10.99,853710,85371099,- - - Loại khác,12|9|6,6,LAST_AVAILABLE_COLUMN_FALLBACK,,"13,5|10,5|7,5",3,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,2023_129 + 130_129-2022-NĐ-CP.doc,8544.30,854430,854430,"- Bộ dây đánh lửa và bộ dây khác loại sử dụng cho xe, phương tiện bay hoặc tàu thuyền:",,,NO_RATE_COLUMN,,- - Bộ dây điện cho xe có động cơ:|- - - Cách điện bằng cao su hoặc plastic:,0,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,2023_129 + 130_129-2022-NĐ-CP.doc,8544.30.12,854430,85443012,"- - - - Loại dùng cho xe thuộc nhóm 87.02, 87.03, 87.04 hoặc 87.11",20|20|20|20|20|20,20,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,2023_129 + 130_129-2022-NĐ-CP.doc,8544.30.13,854430,85443013,- - - - Loại khác,20|20|20|20|20|20,20,COLUMN_5_AS_2026,,- - - Loại khác:,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,2023_129 + 130_129-2022-NĐ-CP.doc,8544.30.14,854430,85443014,"- - - - Loại dùng cho xe thuộc nhóm 87.02, 87.03, 87.04 hoặc 87.11",20|20|20|20|20|20,20,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,2023_129 + 130_129-2022-NĐ-CP.doc,8544.30.19,854430,85443019,- - - - Loại khác,20|20|20|20|20|20,20,COLUMN_5_AS_2026,,- - Loại khác:,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,2023_129 + 130_129-2022-NĐ-CP.doc,8544.30.91,854430,85443091,- - - Cách điện bằng cao su hoặc plastic,0|0|0|0|0|0,0,COLUMN_5_AS_2026,,,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
