agreement,origin_group,source_file,vn_code,hs6_code,national_tariff_code,description_vi,rates_extracted,rate_2026_percent,rate_selection_basis,country_markers,notes,rate_column_count,extraction_status
ACFTA,CN,2023_535 + 536_118-2022-NĐ-CP.doc,4011.10.00,401110,40111000,- Loại sử dụng cho ô tô con (motor car) (kể cả loại ô tô chở người có khoang chở hành lý chung (station wagons) và ô tô đua),5,5,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_539 + 540_118-2022-NĐ-CP.doc,6813.81.00,681381,68138100,- - Lót và đệm phanh,0,0,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_539 + 540_118-2022-NĐ-CP.doc,7007.11,700711,700711,"- - Có kích cỡ và hình dạng phù hợp với từng loại xe, phương tiện bay, tàu vũ trụ hoặc tàu thuyền:",,,NO_RATE_COLUMN,,,0,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_539 + 540_118-2022-NĐ-CP.doc,7007.11.10,700711,70071110,- - - Phù hợp dùng cho xe thuộc Chương 87,50,50,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_539 + 540_118-2022-NĐ-CP.doc,7007.11.20,700711,70071120,- - - Phù hợp dùng cho phương tiện bay hoặc tàu vũ trụ thuộc Chương 88,0,0,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_539 + 540_118-2022-NĐ-CP.doc,7007.11.90,700711,70071190,- - - Loại khác,0,0,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_539 + 540_118-2022-NĐ-CP.doc,7007.21,700721,700721,"- - Có kích cỡ và hình dạng phù hợp với từng loại xe, phương tiện bay, tàu vũ trụ hoặc tàu thuyền:",,,NO_RATE_COLUMN,,,0,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_539 + 540_118-2022-NĐ-CP.doc,7007.21.10,700721,70072110,- - - Phù hợp dùng cho xe thuộc Chương 87,0,0,SINGLE_RATE_COLUMN,MY,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_539 + 540_118-2022-NĐ-CP.doc,7007.21.20,700721,70072120,- - - Phù hợp dùng cho phương tiện bay hoặc tàu vũ trụ thuộc Chương 88,0,0,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_539 + 540_118-2022-NĐ-CP.doc,7007.21.90,700721,70072190,- - - Loại khác,0,0,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_539 + 540_118-2022-NĐ-CP.doc,7009.10.00,700910,70091000,- Gương chiếu hậu dùng cho xe,50,50,SINGLE_RATE_COLUMN,,- Loại khác:,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_539 + 540_118-2022-NĐ-CP.doc,7320.10,732010,732010,- Lò xo lá và các lá lò xo:,,,NO_RATE_COLUMN,,- - Dùng cho xe có động cơ hoặc các loại máy thuộc nhóm 84.29 hoặc 84.30:,0,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_539 + 540_118-2022-NĐ-CP.doc,7320.10.11,732010,73201011,"- - - Dùng cho xe có động cơ thuộc nhóm 87.02, 87.03 hoặc 87.04",0,0,SINGLE_RATE_COLUMN,ID,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_539 + 540_118-2022-NĐ-CP.doc,7320.10.12,732010,73201012,- - - Dùng cho xe có động cơ khác,0,0,SINGLE_RATE_COLUMN,ID,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_539 + 540_118-2022-NĐ-CP.doc,7320.10.19,732010,73201019,- - - Loại khác,0,0,SINGLE_RATE_COLUMN,ID,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_539 + 540_118-2022-NĐ-CP.doc,7320.10.90,732010,73201090,- - Loại khác,0,0,SINGLE_RATE_COLUMN,ID,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_539 + 540_118-2022-NĐ-CP.doc,7320.20,732020,732020,- Lò xo cuộn:,,,NO_RATE_COLUMN,,- - Dùng cho xe có động cơ hoặc các loại máy thuộc nhóm 84.29 hoặc 84.30:,0,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_539 + 540_118-2022-NĐ-CP.doc,7320.20.11,732020,73202011,- - - Dùng cho xe có động cơ,0,0,SINGLE_RATE_COLUMN,"ID, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_539 + 540_118-2022-NĐ-CP.doc,7320.20.12,732020,73202012,- - - Dùng cho máy làm đất,0,0,SINGLE_RATE_COLUMN,"ID, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_539 + 540_118-2022-NĐ-CP.doc,7320.20.19,732020,73202019,- - - Loại khác,0,0,SINGLE_RATE_COLUMN,"ID, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_539 + 540_118-2022-NĐ-CP.doc,7320.20.90,732020,73202090,- - Loại khác,0,0,SINGLE_RATE_COLUMN,"ID, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8407.34,840734,840734,- - Dung tích xi lanh trên 1.000 cc:,,,NO_RATE_COLUMN,,- - - Đã lắp ráp hoàn chỉnh:,0,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8407.34.40,840734,84073440,"- - - - Dùng cho máy kéo cầm tay, dung tích xi lanh không quá 1.100 cc",50,50,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8407.34.50,840734,84073450,- - - - Dùng cho xe khác thuộc nhóm 87.01,50,50,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8407.34.60,840734,84073460,- - - - Dùng cho xe thuộc nhóm 87.11,50,50,SINGLE_RATE_COLUMN,,- - - - Loại khác:,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8407.34.71,840734,84073471,- - - - - Dung tích xi lanh không quá 2.000 cc,50,50,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8407.34.72,840734,84073472,- - - - - Dung tích xi lanh trên 2.000 cc nhưng không quá 3.000 cc,50,50,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8407.34.73,840734,84073473,- - - - - Dung tích xi lanh trên 3.000 cc,50,50,SINGLE_RATE_COLUMN,,- - - Loại khác:,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8407.34.91,840734,84073491,"- - - - Dùng cho máy kéo cầm tay, dung tích xi lanh không quá 1.100 cc",50,50,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8407.34.92,840734,84073492,- - - - Dùng cho xe khác thuộc nhóm 87.01,50,50,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8407.34.93,840734,84073493,- - - - Dùng cho xe thuộc nhóm 87.11,50,50,SINGLE_RATE_COLUMN,,- - - - Loại khác:,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8407.34.94,840734,84073494,- - - - - Dung tích xi lanh không quá 2.000 cc,50,50,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8407.34.95,840734,84073495,- - - - - Dung tích xi lanh trên 2.000 cc nhưng không quá 3.000 cc,50,50,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8407.34.99,840734,84073499,- - - - - Dung tích xi lanh trên 3.000 cc,50,50,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8408.20,840820,840820,- Động cơ dùng để tạo động lực cho các loại xe thuộc Chương 87:,,,NO_RATE_COLUMN,,- - Đã lắp ráp hoàn chỉnh:,0,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8408.20.10,840820,84082010,- - - Dùng cho xe thuộc phân nhóm 8701.10,0,0,SINGLE_RATE_COLUMN,,- - - Loại khác:,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8408.20.21,840820,84082021,- - - - Dung tích xi lanh không quá 2.000 cc,5,5,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8408.20.22,840820,84082022,- - - - Dung tích xi lanh trên 2.000 cc nhưng không quá 3.500 cc,5,5,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8408.20.23,840820,84082023,- - - - Dung tích xi lanh trên 3.500 cc,5,5,SINGLE_RATE_COLUMN,,- - Loại khác:,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8408.20.93,840820,84082093,- - - Dùng cho xe thuộc phân nhóm 8701.10,5,5,SINGLE_RATE_COLUMN,,- - - Loại khác:,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8408.20.94,840820,84082094,- - - - Dung tích xi lanh không quá 2.000 cc,5,5,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8408.20.95,840820,84082095,- - - - Dung tích xi lanh trên 2.000 cc nhưng không quá 3.500 cc,5,5,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8408.20.96,840820,84082096,- - - - Dung tích xi lanh trên 3.500 cc,5,5,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.91,840991,840991,- - Chỉ dùng hoặc chủ yếu dùng cho động cơ đốt trong kiểu piston đốt cháy bằng tia lửa điện:,,,NO_RATE_COLUMN,,- - - Dùng cho máy thuộc nhóm 84.29 hoặc 84.30:,0,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.91.11,840991,84099111,- - - - Chế hòa khí và bộ phận của chúng,0,0,SINGLE_RATE_COLUMN,"PH, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.91.12,840991,84099112,- - - - Thân động cơ (cylinder block); hộp trục khuỷu,0,0,SINGLE_RATE_COLUMN,"PH, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.91.13,840991,84099113,"- - - - Ống xi lanh, có đường kính trong từ 50 mm trở lên, nhưng không quá 155 mm",0,0,SINGLE_RATE_COLUMN,"PH, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.91.14,840991,84099114,- - - - Ống xi lanh khác,0,0,SINGLE_RATE_COLUMN,"PH, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.91.15,840991,84099115,- - - - Quy lát và nắp quy lát,0,0,SINGLE_RATE_COLUMN,"PH, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.91.16,840991,84099116,"- - - - Piston, có đường kính ngoài từ 50 mm trở lên, nhưng không quá 155 mm",0,0,SINGLE_RATE_COLUMN,"PH, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.91.17,840991,84099117,- - - - Piston khác,0,0,SINGLE_RATE_COLUMN,"PH, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.91.18,840991,84099118,- - - - Bạc piston và chốt piston,0,0,SINGLE_RATE_COLUMN,"PH, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.91.19,840991,84099119,- - - - Loại khác,0,0,SINGLE_RATE_COLUMN,"PH, TH",- - - Dùng cho xe thuộc nhóm 87.01:,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.91.21,840991,84099121,- - - - Chế hòa khí và bộ phận của chúng,5,5,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.91.22,840991,84099122,- - - - Thân động cơ (cylinder block); hộp trục khuỷu,5,5,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.91.23,840991,84099123,"- - - - Ống xi lanh, có đường kính trong từ 50 mm trở lên, nhưng không quá 155 mm",5,5,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.91.24,840991,84099124,- - - - Ống xi lanh khác,5,5,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.91.26,840991,84099126,"- - - - Piston, có đường kính ngoài từ 50 mm trở lên, nhưng không quá 155 mm",5,5,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.91.28,840991,84099128,- - - - Bạc piston và chốt piston,5,5,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.91.29,840991,84099129,- - - - Loại khác,5,5,SINGLE_RATE_COLUMN,,- - - Dùng cho xe của nhóm 87.11:,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.91.31,840991,84099131,- - - - Chế hòa khí và bộ phận của chúng,5,5,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.91.32,840991,84099132,- - - - Thân động cơ (cylinder block); hộp trục khuỷu,5,5,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.91.34,840991,84099134,- - - - Ống xi lanh,5,5,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.91.35,840991,84099135,- - - - Quy lát và nắp quy lát,5,5,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.91.37,840991,84099137,- - - - Piston,5,5,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.91.38,840991,84099138,- - - - Bạc piston và chốt piston,5,5,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.91.39,840991,84099139,- - - - Loại khác,5,5,SINGLE_RATE_COLUMN,,- - - Dùng cho xe khác thuộc Chương 87:,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.91.41,840991,84099141,- - - - Chế hòa khí và bộ phận của chúng,50,50,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.91.42,840991,84099142,- - - - Thân động cơ (cylinder block); hộp trục khuỷu,50,50,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.91.43,840991,84099143,"- - - - Ống xi lanh, có đường kính trong từ 50 mm trở lên, nhưng không quá 155 mm",50,50,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.91.44,840991,84099144,- - - - Ống xi lanh khác,50,50,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.91.45,840991,84099145,- - - - Quy lát và nắp quy lát,50,50,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.91.46,840991,84099146,"- - - - Piston, có đường kính ngoài từ 50 mm trở lên, nhưng không quá 155 mm",50,50,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.91.47,840991,84099147,- - - - Piston khác,50,50,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.91.48,840991,84099148,- - - - Bạc piston và chốt piston,50,50,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.91.49,840991,84099149,- - - - Loại khác,50,50,SINGLE_RATE_COLUMN,,"- - - Dùng cho tàu thuyền thuộc Chương 89:|- - - - Cho động cơ máy thủy công suất không quá 22,38 kW:",1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.91.51,840991,84099151,- - - - - Thân động cơ (cylinder block); hộp trục khuỷu,0,0,SINGLE_RATE_COLUMN,"PH, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.91.52,840991,84099152,"- - - - - Ống xi lanh, có đường kính trong từ 50 mm trở lên, nhưng không quá 155 mm",0,0,SINGLE_RATE_COLUMN,"PH, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.91.53,840991,84099153,- - - - - Ống xi lanh khác,0,0,SINGLE_RATE_COLUMN,"PH, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.91.54,840991,84099154,"- - - - - Piston, có đường kính ngoài từ 50 mm trở lên, nhưng không quá 155 mm",0,0,SINGLE_RATE_COLUMN,"PH, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.91.55,840991,84099155,- - - - - Piston khác,0,0,SINGLE_RATE_COLUMN,"PH, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.91.59,840991,84099159,- - - - - Loại khác,0,0,SINGLE_RATE_COLUMN,"PH, TH","- - - - Cho động cơ máy thủy công suất trên 22,38 kW:",1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.91.61,840991,84099161,- - - - - Thân động cơ (cylinder block); hộp trục khuỷu,0,0,SINGLE_RATE_COLUMN,"PH, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.91.62,840991,84099162,"- - - - - Ống xi lanh, có đường kính trong từ 50 mm trở lên, nhưng không quá 155 mm",0,0,SINGLE_RATE_COLUMN,"PH, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.91.63,840991,84099163,- - - - - Ống xi lanh khác,0,0,SINGLE_RATE_COLUMN,"PH, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.91.64,840991,84099164,"- - - - - Piston, có đường kính ngoài từ 50 mm trở lên, nhưng không quá 155 mm",0,0,SINGLE_RATE_COLUMN,"PH, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.91.69,840991,84099169,- - - - - Loại khác,0,0,SINGLE_RATE_COLUMN,"PH, TH",- - - Dùng cho động cơ khác:,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.91.71,840991,84099171,- - - - Chế hòa khí và bộ phận của chúng,5,5,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.91.72,840991,84099172,- - - - Thân động cơ (cylinder block); hộp trục khuỷu,5,5,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.91.73,840991,84099173,"- - - - Ống xi lanh, có đường kính trong từ 50 mm trở lên, nhưng không quá 155 mm",5,5,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.91.74,840991,84099174,- - - - Ống xi lanh khác,5,5,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.91.76,840991,84099176,"- - - - Piston, có đường kính ngoài từ 50 mm trở lên, nhưng không quá 155 mm",5,5,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.91.77,840991,84099177,- - - - Piston khác,5,5,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.91.78,840991,84099178,- - - - Bạc piston và chốt piston,5,5,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.91.79,840991,84099179,- - - - Loại khác,5,5,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.99,840999,840999,- - Loại khác:,,,NO_RATE_COLUMN,,- - - Dùng cho động cơ của máy thuộc nhóm 84.29 hoặc 84.30:,0,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.99.11,840999,84099911,- - - - Chế hòa khí và bộ phận của chúng,0,0,SINGLE_RATE_COLUMN,"PH, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.99.12,840999,84099912,- - - - Thân động cơ (cylinder block); hộp trục khuỷu,0,0,SINGLE_RATE_COLUMN,"PH, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.99.13,840999,84099913,"- - - - Ống xi lanh, có đường kính trong từ 50 mm trở lên, nhưng không quá 155 mm",0,0,SINGLE_RATE_COLUMN,"PH, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.99.14,840999,84099914,- - - - Ống xi lanh khác,0,0,SINGLE_RATE_COLUMN,"PH, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.99.15,840999,84099915,- - - - Quy lát và nắp quy lát,0,0,SINGLE_RATE_COLUMN,"PH, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.99.16,840999,84099916,"- - - - Piston, có đường kính ngoài từ 50 mm trở lên, nhưng không quá 155 mm",0,0,SINGLE_RATE_COLUMN,"PH, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
